Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
pdxJ,19.51358497,19.53785918,19.82024753,19.67459229,19.79333341,19.69237712
bioB,20.59176703,20.60494408,21.06190643,20.57533242,20.83822832,21.03530118
CCNA_00145,20.44627158,20.15226999,20.5471732,20.29097729,20.50242005,20.39843057
CCNA_00310,16.23866597,15.98457422,16.61295486,16.33971085,16.35750046,16.41921955
CCNA_00111,17.70522738,17.50401202,17.53016245,17.27011279,17.56785212,17.38911033
CCNA_00146,17.60942405,17.66163894,18.20366344,17.98442959,18.29027989,18.96598151
CCNA_00187,15.36396361,15.29673701,15.67167927,15.308019,15.08853982,15.37843034
CCNA_00209,15.63342099,15.62190878,14.79624245,15.26974764,15.14334335,14.98326085
pstA,17.14449893,16.96781165,16.09411893,16.41137858,16.49072555,15.98366166
CCNA_00324,23.36839669,23.14205095,22.86996729,22.53336015,22.61162282,22.04233269
CCNA_00057,18.98698637,18.90556916,19.33803993,18.94566673,19.02353238,19.12055177
CCNA_00378,19.42191278,19.2896497,19.58688376,19.38386879,19.66790501,19.20971989
CCNA_00753,16.21937653,16.2502614,16.72906306,16.41463569,16.36394651,16.56483423
CCNA_00446,21.00908504,20.36228204,20.35423216,20.76595618,20.98863754,20.67417847
CCNA_00250,17.71061812,17.33655886,17.02799236,17.52940005,17.7603951,17.3129184
CCNA_00574,14.64069684,14.41837972,14.54067294,14.3278333,14.81593361,14.47224659
CCNA_00401,18.6359448,18.47551971,19.32203816,19.00396254,19.22886565,19.21721935
CCNA_00108,16.76448288,16.51516082,17.21778734,17.22175703,17.38734423,16.94900594
CCNA_00119,17.44822925,17.37424141,18.07900553,17.89368074,18.06833744,18.15970384
CCNA_01025,17.06676193,16.86132927,17.04024691,17.10216026,17.26901707,17.11532819
fcl,19.73184934,19.39619502,20.02404666,19.66144758,19.85402524,19.6688746
CCNA_00256,19.53063875,19.26842321,18.93496932,19.55093462,19.77735165,19.63369415
CCNA_00505,23.6595979,23.48701664,23.61425422,23.11856029,23.33565422,23.40535548
CCNA_00284,17.99540281,17.62770486,18.23603288,17.85422314,17.98086476,17.75518751
CCNA_00804,19.95801455,19.79503133,20.03939033,19.65794642,19.82336102,19.82234987
CCNA_00002,18.58005242,18.42049484,19.16135335,18.70526114,18.91718558,18.85367506
dnaJ,18.2932022,17.96070337,16.99236305,17.08399864,16.97589274,16.65410454
moaA,15.78527365,15.36471605,15.52646867,15.88743483,16.19627553,16.13446643
CCNA_00582,18.69036635,18.30928094,18.26746338,17.84646981,18.2107189,17.93537227
CCNA_00593,17.49965906,17.10727839,17.56658924,17.08918148,17.41063353,16.4933864
CCNA_00889,19.84185608,19.72721917,19.94520948,20.95716441,21.16035648,21.34975852
CCNA_00914,18.07462234,17.92775482,18.62156542,18.11242933,18.42205655,18.34368888
CCNA_00511,19.32853907,19.25672469,20.01154395,19.48934624,19.86423452,19.89745257
CCNA_00526,21.44313781,21.02715548,21.31534197,21.02735799,21.29983405,20.99900078
CCNA_01260,16.39687232,16.30204982,16.11756194,16.23726599,16.60148064,16.31617545
CCNA_01287,19.26407602,19.25238825,19.6598287,18.603025,18.71397713,18.49388671
rplS,23.14404453,23.06792404,22.24745356,22.64779128,22.71605161,22.531529
CCNA_00766,19.80946984,19.81993582,20.49599552,20.21394906,20.44718011,20.4055113
CCNA_00240,18.4727067,18.76007017,19.05027381,18.38763873,18.79557043,19.19299107
CCNA_01173,20.07247808,19.72690331,20.42757066,19.96831805,20.15462036,20.16913229
CCNA_01178,19.43715467,19.46167927,19.92549649,19.00872952,19.43059547,19.30405269
CCNA_00853,16.64315158,16.51837654,16.80687683,16.80498807,16.90147975,16.81290429
CCNA_01219,17.03047317,16.63679453,16.23425611,16.71585477,16.81001927,16.90147975
CCNA_01256,16.94065771,16.79080665,16.89959295,16.89273253,16.96228602,16.90759486
CCNA_01362,15.10819772,14.70811393,14.7194423,15.13586958,14.95633078,14.97015084
CCNA_01140,16.38003823,15.81803287,14.84416632,15.95576341,16.19612181,15.90294032
CCNA_01413,17.11135985,16.87855389,17.01247178,17.01236265,17.17689385,17.23995275
cspD,17.53799185,17.18882062,17.48573499,17.50152623,17.76642538,17.69961312
CCNA_01251,16.61338661,16.21945216,16.00123225,15.99242945,16.05549428,15.91536591
nadK,16.37707493,16.29251936,16.21773056,16.23969175,16.45069577,16.35863403
CCNA_01533,19.80137682,19.56443236,19.75820044,19.54381726,19.88051323,19.52096774
CCNA_01863,16.3089078,15.96817177,15.80818492,15.4980389,15.596015,15.72672374
spmY,16.78289586,16.19946148,15.39305522,16.9403136,17.24228095,17.04398848
uvrD,14.45307768,14.11536884,13.75143945,13.53016245,13.733545,13.42652685
glnK,20.77772085,20.64288726,20.74328619,20.64068272,20.83159487,20.71615631
CCNA_00876,17.79842117,17.42963558,18.12429299,17.64096509,17.90630344,17.5736324
CCNA_01701,16.42204834,16.87099075,16.37641371,16.28902824,16.52320969,17.93709791
bamE,20.84130328,20.70057857,20.73073879,20.57283713,20.76636067,20.63200829
CCNA_02056,17.32034223,17.19796534,17.29768652,17.36572438,17.57791558,17.42341141
CCNA_01443,16.14537495,15.25192616,15.14843686,17.38194845,17.69309214,17.54615593
CCNA_02072,18.29113472,17.90477572,17.30661356,17.87177291,18.00448384,17.88667303
CCNA_01453,21.31024665,20.83576362,21.11889293,20.76482301,21.01794474,20.46113968
scpB,17.81959285,17.73945101,17.94695195,17.84273091,18.01410767,18.07999512
CCNA_02113,18.12034927,17.89906184,18.21485032,18.14703595,18.42460099,18.49138339
CCNA_02165,14.70455212,14.24874295,14.23735936,14.90364652,15.03372411,14.90425828
sspB,21.19075065,20.99424293,21.52224244,21.14675013,21.45508034,21.53236163
CCNA_02218,17.84444833,17.63296681,17.63736073,17.277578,17.53389241,17.40557362
CCNA_02223,20.55693259,20.24190869,20.58563743,19.79129964,20.10200644,19.77833064
kdpE,16.85683886,16.41622025,16.23803148,16.73674544,17.08669604,16.81528322
CCNA_01672,16.87795509,16.70401169,16.60204637,16.54940867,16.72387422,16.49462124
CCNA_01977,17.36247468,17.10236534,16.43402546,17.07305368,17.26370934,17.46315714
gmk,19.78814798,19.51022717,19.49400395,19.45931954,19.76629596,19.90847472
CCNA_02006,18.62941354,18.07048786,17.67638411,18.2932022,18.50823582,18.52244361
CCNA_01176,19.52288416,19.5454962,19.9439227,19.1024166,19.39246837,19.43098334
CCNA_01804,19.77012508,19.60407538,20.36131842,19.86400776,20.07352445,20.19796534
hfsL,15.94235414,15.8136309,15.31497261,15.40560686,15.53946176,15.85822389
CCNA_02073,15.04797591,14.5533893,15.20495316,14.70870671,14.96298635,14.84695944
CCNA_01833,16.31231575,16.08499519,16.44603325,15.54815964,15.79677477,15.50435349
CCNA_01227,17.33105688,17.25782978,17.90753619,17.75525272,18.12736969,18.17118657
CCNA_02102,16.63792672,16.41295018,16.00226564,16.39209937,16.58261245,16.39124359
CCNA_02414,14.59589849,14.45622606,14.39010177,14.5663514,14.5890659,14.60657871
rplV,22.16020258,22.10440807,21.42306255,21.87015548,21.94345775,21.65809465
CCNA_01924,16.66163894,16.39382615,16.59953515,16.40249583,16.51553045,16.29383084
CCNA_02504,16.183015,16.00367163,15.924279,16.29756115,16.43156289,16.44271676
CCNA_02007,17.43175875,16.92856464,15.51301816,17.03842606,16.94877786,16.73357148
hfsD,16.73290936,16.3055096,16.51566904,16.65550277,16.86568495,16.60029043
acrB4,17.04569568,17.05663772,16.69397692,16.90053666,17.19834911,16.81540831
tmk,17.83984349,17.67065625,18.25109402,18.18761304,18.39657134,18.53020056
CCNA_02270,16.6805793,16.12199885,16.19829156,16.13412546,16.43143231,16.08040118
CCNA_02568,15.69816204,15.3735449,15.03213185,15.54852091,15.79680011,15.61738137
CCNA_02573,16.55694007,16.54814458,17.00744344,16.76513067,17.12928302,17.32307236
CCNA_01930,15.11914378,15.11841391,14.52123236,14.8163337,14.96542357,15.04178747
purQ,21.29266314,21.12489876,21.29311237,20.81792361,20.99982663,21.06565805
CCNA_02301,19.29824608,19.08542578,19.1156076,18.94940498,19.22752664,19.22613933
CCNA_02597,20.3114113,19.98690307,20.21833146,18.89702411,19.08765448,18.7906794
CCNA_02350,19.85571407,19.97070696,20.40187115,20.05311452,20.12313122,19.97056655
CCNA_01520,19.46203889,19.37262704,19.47629134,19.73879158,20.06276292,20.00085828
flaF,19.53254237,19.40605134,19.92332168,19.58371084,20.0348312,19.86853623
nnrE,16.09560306,15.77871885,15.11288743,15.74149332,15.91758187,15.69283342
CCNA_02405,18.28991982,18.10804454,17.69247929,17.80995649,17.87753578,17.34256086
CCNA_02410,15.17994796,15.16321724,15.84382293,15.75036679,15.99384504,15.8077071
CCNA_02184,17.66809552,17.62749114,18.23822745,17.84903852,17.96662937,18.33044426
CCNA_02449,17.72859815,17.4185609,18.03526091,17.63516544,18.00107827,17.89285109
CCNA_02210,18.26068068,17.8202787,18.40582289,17.92601796,18.13796174,17.98820758
prmA,16.58356762,16.23754609,14.85399175,15.73473608,15.80052078,15.52533728
vanR,17.20533508,16.95843943,17.20361565,16.84168719,17.1080956,16.99667208
flgH,15.56316647,15.61809868,15.53381639,15.61870094,15.85960758,16.24890969
CCNA_02591,21.57750075,21.32152078,22.22479189,21.80218975,22.06154391,21.93926641
CCNA_02406,19.41416907,19.03467002,19.19354461,18.94894892,19.11738438,18.73710868
CCNA_01835,19.33719068,19.04171797,19.23892714,19.27353155,19.51828048,19.29817894
CCNA_02368,16.77982193,16.5692326,16.97297979,16.70333585,16.93099138,16.78634621
CCNA_02996,16.23303916,16.10599033,16.0675394,16.2345368,16.50875422,16.58408168
CCNA_02378,20.16619251,20.43257452,20.35002841,19.87552739,19.96098612,21.14095955
vanA,14.2022769,14.13233906,14.20518233,14.20457114,14.19690944,13.98352807
CCNA_02496,16.7053624,16.65564252,16.6794801,16.37201481,16.58058245,16.62756238
CCNA_03153,16.11058526,16.00123225,16.74753741,16.51883754,16.70806003,16.50455522
nuoN,21.445413,21.35584573,20.76474203,20.64156494,20.72583886,20.51171405
CCNA_02904,15.6141922,15.2982058,14.77257232,15.25852923,15.62428142,15.44656641
CCNA_03222,15.42927596,15.17211493,14.76518248,14.76502705,14.83496477,14.77499291
CCNA_03059,18.42455998,18.23322645,18.03697846,18.16918123,18.33411613,18.20514413
CCNA_03320,17.66823405,16.63891666,17.35586724,16.54502479,16.63551975,15.76204458
CCNA_02755,18.54200407,18.15896464,18.44778548,18.29907383,18.66195202,18.1944106
CCNA_02741,22.20806523,22.25404478,22.20251606,21.88233557,22.12164607,22.34754352
CCNA_02186,20.6968487,20.43420469,19.98301028,19.45735683,19.68359777,19.18500122
msrP,16.25501012,15.84705735,16.33617528,16.18289865,16.45548777,16.05898526
CCNA_03185,20.1106974,20.01590502,20.51142452,20.31583946,20.65097108,20.77088323
CCNA_03202,20.57570173,20.37771891,20.55421785,20.29232613,20.56411599,20.28161314
ctaG,19.56692364,19.18582397,18.96259669,18.71913477,18.73078853,18.4461302
CCNA_02896,14.48947169,14.4057398,14.77298462,14.78468596,15.20388325,14.94008414
CCNA_02337,23.46587923,23.22582171,24.02901082,23.33919324,23.61166784,23.55602044
CCNA_03244,16.48261891,16.18340277,16.46708011,16.23659352,16.55750858,16.06667786
CCNA_02359,17.67217669,17.34698112,17.66712541,17.08015131,17.28906427,17.06486905
CCNA_02379,20.8438352,20.4103851,20.65578226,20.27968765,20.49306579,20.10648626
CCNA_02983,17.75766346,17.50432245,16.68551534,17.16054114,17.29795514,16.81290429
CCNA_03342,19.07848442,18.87171276,19.11771411,19.05420153,19.32952483,19.44588781
CCNA_03050,18.9087972,18.53453847,18.8119955,18.70458589,18.73052321,18.35608224
CCNA_03684,19.09568547,19.09686954,19.77865148,19.23899709,19.46063987,19.34834347
CCNA_03096,16.13141489,15.8622499,16.18537877,16.02943822,16.3262188,16.19044202
CCNA_03437,17.10431209,16.74661929,16.85671731,17.23388177,17.41195779,17.29670116
CCNA_03245,18.44131508,18.339302,18.40818874,18.19176288,18.41637697,18.14120908
glnA2,16.68852352,16.48026954,16,16.49346458,16.54802414,16.18797059
CCNA_03292,15.42045372,14.96884676,15.27815903,15.70087316,16.08630212,16.13344328
CCNA_03357,18.94966145,18.75561133,18.97631239,18.73674544,18.91195953,18.90289323
thiE,19.25918696,19.21866256,19.71024815,19.23778414,19.47998546,19.51537645
CCNA_03780,18.03348753,17.69832485,17.33463992,17.02236781,17.10921852,17.05377743
CCNA_03505,23.57577096,23.43173325,24.00127074,23.67141667,23.81841132,23.78984802
coxE,19.46945104,19.04364145,18.74310536,18.5679635,18.61758943,18.36418596
CCNA_03521,19.63672373,19.39738635,19.31302915,19.18376621,19.34386234,19.23780747
CCNA_03573,14.45082462,14.35748328,14.68030458,14.3496959,14.8300695,14.55038607
CCNA_02940,15.16231265,14.72669713,14.49523046,14.68101874,14.81838246,14.49103885
CCNA_03682,19.37177664,19.25245755,20.08472536,19.48112932,19.62622593,19.85693002
CCNA_03168,18.96598151,19.1909194,18.78790893,18.47765551,18.6612562,19.49388671
CCNA_03808,21.96610125,21.6081068,21.1260339,21.50847763,21.56880784,20.98711132
CCNA_03826,19.4705437,19.21650905,19.07952645,18.35276763,18.46215875,17.9574195
CCNA_03815,16.54155041,16.34042388,16.23987818,16.68277518,16.94340767,16.78199997
CCNA_03820,19.04625542,18.70502484,18.61356647,18.93347167,19.10385125,19.05888488
CCNA_03491,18.15733707,17.96584064,18.22081285,18.11268385,18.29831321,18.27943829
bioD,19.07166661,19.06807498,19.79906972,19.37706222,19.46341661,19.65319496
panB,18.97129656,18.94971844,18.29153946,18.15783046,18.32456733,18.18659789
hisB,20.98099024,20.6918321,20.35831638,20.23491096,20.32597295,19.59459433
lpxD,19.06951795,18.90445234,18.38224405,18.53157184,18.73816485,18.52981942
rbfA,18.99543042,18.72267414,18.66778377,18.00431924,18.4418824,18.55157309
ftsN,20.94284951,20.61135266,20.59350055,19.93286641,20.03898863,20.13370415
leuD,20.87049416,20.84145685,21.48394564,19.9439227,20.22823154,20.21477919
rpsJ,22.59650645,22.1582004,21.81456369,21.53031489,21.73541554,21.58040212
rpsS,22.50183718,22.25971568,21.85136627,21.99026604,22.12764048,21.44050423
rpsQ,23.72140213,23.490326,22.86651904,22.99388028,23.11224159,22.50804233
CCNA_03385,16.32599052,16.39814244,17.20428456,16.57080444,16.77416934,17.01998158
nrdR,19.41346679,19.09186922,18.84637799,18.92784161,19.09686954,18.70434948
nusB,20.21868621,19.96831805,20.71799765,20.04553572,20.21014812,20.29602894
CCNA_00037,17.67279823,17.53973437,17.7697862,17.57525855,17.74556929,17.38068089
fur,21.16784687,21.0718237,21.20961281,20.9560301,21.45085885,21.37930644
CCNA_00440,20.65307248,20.56513928,20.67504045,20.23327327,20.44080835,20.50949281
pulD,14.64717733,14.47965397,14.27190067,14.37170859,14.51385094,14.14170803
CCNA_00552,18.35367237,18.27726015,18.92902719,18.64646027,19.00497752,19.12371222
kefB,15.95925486,15.59595674,14.65463603,15.72251405,15.74446597,15.30855235
CCNA_00227,15.98561961,15.51696189,15.59918643,15.76603709,16.12019737,15.9683518
CCNA_00260,16.58855361,16.45307768,17.37296706,17.20198987,17.44338067,17.22778514
CCNA_00282,20.94234841,20.66440214,20.79288877,20.89629988,21.06506634,20.65132153
vapC,15.19825318,15.13883174,15.30595485,15.20089861,15.47043645,15.40955668
CCNA_00710,16.2972208,16.23972904,16.6205635,16.46288565,16.63891666,16.51928303
CCNA_00769,18.75140022,18.27844038,17.33026917,17.79411121,17.90248111,17.83009426
phoB,17.06265753,16.47597086,15.94626664,16.71250013,16.96296377,16.79740822
sciP,19.47064299,19.13285112,19.34253916,19.43367509,19.82158716,19.5535993
fliN,17.8807673,17.83744315,18.46953053,17.90559854,18.14559388,18.37915834
CCNA_00337,16.44548372,16.59495145,16.37968296,14.92323462,15.20914871,15.13843181
CCNA_00614,16.04313411,15.98089822,15.79103567,15.2273151,15.37843034,15.05553665
CCNA_00368,19.40393156,18.93844822,18.15249282,18.73453102,18.9070667,18.46650668
CCNA_00058,19.08020337,18.93959643,18.97197008,18.27439635,18.36084708,18.38528104
CCNA_00629,15.33165176,15.1000463,14.85822389,15.11125795,15.20968181,14.97593751
CCNA_00131,18.20031435,17.79271405,17.81803287,18.08327155,18.42983986,18.21200233
CCNA_01030,17.06160324,16.86447636,16.53814345,16.70265971,17.04292044,16.29115271
CCNA_00164,16.80976813,16.77301039,16.05471029,15.86483904,16.21217337,15.81915623
CCNA_00687,18.32082699,18.05022066,18.36760245,18.40399395,18.77744797,18.50951214
CCNA_01070,17.17143094,16.94226249,16.5718267,16.60786487,16.69452113,15.97817417
CCNA_00770,16.17767258,15.84077792,16.1691225,16.10599033,16.44782583,16.04520507
CCNA_00524,15.54046106,15.29257328,15.7161228,15.86899131,16.03017138,16.24885411
CCNA_01138,17.59892483,17.50750045,17.96245549,17.54683419,17.72153981,17.63799745
CCNA_00443,18.36166111,18.14210706,18.34840831,18.10031328,18.29131462,18.19949982
CCNA_00929,16.75759836,16.04906149,15.49919189,16.57784184,17.02756048,16.7204046
CCNA_01207,15.86800261,15.49560523,14.7374058,15.56459609,15.68603538,15.60854361
CCNA_00494,17.20743382,16.96115574,17.65004199,17.08462156,17.29113472,17.15095706
CCNA_00190,17.84885519,17.74904448,17.90418771,17.73343908,17.86544331,17.80844891
fliO,17.85878238,17.80479906,17.00733393,17.15758379,17.25957777,17.22439743
CCNA_00777,14.51212316,14.34158832,13.68945205,14.04123134,14.29196206,14.1179677
CCNA_01026,20.50436125,20.44394718,21.14662585,20.84773944,21.09055182,21.08498481
spdR,20.14258076,19.77009281,19.84938983,20.18700887,20.54594862,20.18531585
chrR,16.87495734,16.74793071,17.3281665,16.96262493,17.20829152,17.02561542
CCNA_01051,13.18304603,12.6751411,12.91374961,12.74409801,12.39121673,12.61516981
CCNA_00825,16.91648597,17.06160324,17.5878361,17.44354255,17.69873179,17.7534257
CCNA_01071,16.44101512,16.24584977,16.02866152,16.18021998,16.28093385,15.98746388
putR,16.0938508,15.71754256,15.90768874,15.5592277,15.79930692,15.36594646
eipA,20.12439397,20.07600657,20.27161804,20.51950956,20.7049742,20.66561697
CCNA_00309,21.49125615,21.54103988,21.67167582,21.48138557,21.83441395,22.11251205
CCNA_00329,18.02675036,17.87056941,18.05700808,17.73859369,17.88411088,17.83034189
CCNA_00870,16.60694011,16.45548777,16.71531855,16.47138944,16.58940245,16.67245297
CCNA_00973,18.71538559,18.74983015,19.42090598,18.90198051,19.24090776,19.66440214
flgD,16.35701928,15.97203742,16.84119576,16.08237777,16.24404788,16.02286625
CCNA_01261,16.96983617,16.85805387,16.21920634,15.71639079,15.85749509,15.836149
CCNA_00478,17.28301598,17.27485131,16.69316022,16.82388964,16.88273856,16.76823603
CCNA_01037,18.13260014,17.80555496,17.83133199,17.71458093,17.95985481,17.99645142
CCNA_01013,16.2184308,15.97293493,15.92046917,16.61065001,16.82115114,16.6952011
CCNA_01118,16.42876908,16.11199145,16.80246588,16.22102063,16.2841192,16.27786855
CCNA_01135,18.61057792,18.18563042,18.36849794,18.17372593,18.48958144,18.33564332
perB,18.57485218,18.16157478,18.50443884,18.45330279,18.60454599,18.86731494
sdpB,14.42855646,13.71123677,13.29662947,13.36864287,13.62411004,13.33678548
radA,15.50292501,15.70579436,14.52380696,14.30591924,14.36125844,13.90801726
CCNA_00612,16.42605177,16.53697567,17.22562169,16.24462398,16.72600523,16.71115609
CCNA_01159,19.4863244,19.14100946,19.11469298,18.5999782,18.74103241,18.50160397
CCNA_01267,15.81503299,15.75936809,16.40284553,16.18822179,16.27786855,16.65508345
CCNA_01516,18.00946781,17.67293632,17.79169708,17.46961002,17.69370474,17.63403108
CCNA_01216,17.33891044,17.05642604,17.02355945,16.61309879,16.88655396,16.58378795
CCNA_01299,16.17457464,15.89325412,16.27253867,16.26271884,16.33278834,15.86534664
CCNA_01334,16.05035885,15.78294703,15.36180673,15.55931734,15.76251181,15.33535546
CCNA_00811,16.50031284,15.9981717,15.85866098,15.6411486,15.77602172,15.82299398
nuoM,19.6132607,19.42691581,19.08936254,18.98395664,18.91881666,18.68469384
CCNA_01486,16.25316423,16.31995431,16.63948203,16.52949156,16.69424905,16.86132927
CCNA_00907,16.87159245,16.97879982,17.08192027,17.03831888,17.18291804,17.19988318
CCNA_01507,17.45683566,17.12555473,16.6756263,16.93755773,16.98593086,16.36912019
CCNA_01762,16.66636272,16.32623636,15.17971475,16.38250582,16.54446643,15.89145147
CCNA_02101,16.59911377,16.49811683,17.22439743,16.86314574,16.86278263,17.00842862
CCNA_02118,15.56581611,15.32706137,15.69362307,15.92997495,16.13330279,16.03262693
hdaA,16.68126587,16.57230054,17.12525201,17.01704761,17.2119073,17.23752742
ntrC,14.63452747,13.9937345,13.80069771,14.53065018,14.77458118,14.2905229
CCNA_01566,18.52209873,18.23682705,19.11461673,18.47373745,18.7387586,18.9946849
CCNA_01571,17.65263494,17.37839647,18.06239403,17.10144227,16.9894832,17.43216669
CCNA_01602,19.38669191,18.9449808,19.1727986,20.01495216,20.32267637,20.33341744
CCNA_01014,15.95667109,15.82279487,16.18056966,15.79781349,16.10633801,15.62233786
dgrA,19.00623841,18.74152624,18.79955989,18.84312978,18.97230673,18.85932852
CCNA_01615,16.39690576,16.20798662,15.14688684,15.25948583,15.32456733,15.33161677
rsaA,22.79806118,22.77872366,22.88423761,14.76321237,14.23444324,14.229645
CCNA_01943,21.09944028,20.82834416,21.14929561,21.00449755,21.26270049,21.04039408
CCNA_01964,18.28919939,17.87921229,17.10513098,17.6067522,17.85775021,17.97320407
CCNA_02269,17.84897741,17.55202361,18.08285591,17.93116456,18.16196836,17.88994357
CCNA_01104,15.76642538,15.36659543,15.20567872,15.27335853,15.68211676,15.70592932
rlmE,16.8759173,16.46349244,16.45108229,15.53885579,15.74837632,15.55554777
CCNA_02295,19.18478335,18.88804161,19.11908297,18.3860814,18.73194875,18.40943237
CCNA_01143,20.60231828,20.34851637,20.7001552,20.48108989,20.42408836,20.02823524
CCNA_02034,15.18154053,15.26495566,15.75666056,15.78458373,16.04330503,16.08885034
CCNA_01217,17.65480383,16.98759711,16.13424581,17.2131422,17.30741429,16.97589274
CCNA_01855,17.94082974,17.79766153,18.08264804,18.06686702,18.12883009,18.12747046
CCNA_01919,18.96228602,18.75247865,19.28714872,19.23878723,19.47607374,19.23500449
CCNA_02464,22.24754048,22.03895515,22.31423582,22.15437313,22.3243256,22.15242473
iolR,17.90195106,17.58248015,17.43012582,17.50804233,17.72140631,17.51591539
CCNA_01811,18.02723649,18.03074256,18.68226082,18.27921155,18.55906335,18.63115574
CCNA_02474,18.25441969,17.89876669,18.18577558,18.05563197,18.3156626,18.20533508
CCNA_02479,14.07965144,14.17812016,14.78325406,14.65054693,14.73666618,14.78361217
CCNA_02193,16.46429047,16.23047083,16.57426829,16.58767498,16.52709514,16.57500736
CCNA_02494,17.0016281,16.7441243,16.39251868,16.44336448,16.7441243,16.50876969
parE,15.44488547,15.35871987,13.33636708,14.30056706,14.42252474,14.22370008
CCNA_02264,18.32934963,18.30296015,18.67262561,18.6042564,18.70316685,19.06112856
CCNA_01935,19.93416309,19.70730183,20.5100726,20.03965806,20.25315038,20.13583451
CCNA_02014,17.00371554,16.79791479,16.34826133,16.82301887,16.9715211,17.26178275
CCNA_02167,17.49544909,17.40499184,17.96075993,17.78289586,17.99578923,17.74451853
CCNA_02415,19.3405195,19.09648354,19.23713058,19.06091754,19.27239286,19.03654927
CCNA_02173,16.75054998,16.26561505,15.65318097,15.94551242,16.30199625,15.9176984
CCNA_02088,18.77715898,18.62288832,19.50966677,18.94183281,19.14795514,19.09764125
CCNA_02215,15.01963416,14.97933587,15.30331699,14.55889898,14.71681946,14.64058388
CCNA_02774,18.56580867,18.4065289,18.67314342,18.26260874,18.61381824,18.67424745
CCNA_02548,15.74204622,15.35062846,15.08775288,15.72240732,15.92650449,15.85130984
CCNA_01704,18.97740292,18.79147453,18.89782183,18.78873745,19.24961348,19.33020351
CCNA_02216,18.04835915,18.1022628,18.81856345,18.35677004,18.6268854,18.76749264
CCNA_02226,15.85065079,15.72467372,16.56251076,16.33147682,16.46221468,16.32867493
CCNA_02858,15.70125231,15.01950386,15.51533025,15.64196705,15.76022615,14.89600121
CCNA_02367,16.3171476,16.0298911,15.98361713,15.30342403,15.5837292,15.43501908
zitP,18.16290266,18.00283699,17.88768471,17.5866639,17.7519232,17.60110336
CCNA_02341,17.01312636,16.6926155,17.1075849,16.63537804,16.71478213,16.73621693
CCNA_02444,18.10026195,17.82065267,18.10041596,17.94860678,18.18180255,18.12877976
CCNA_03033,15.58419915,15.24038142,15.40620501,15.78649937,16.10813645,16.17586138
CCNA_03063,19.03957775,18.8162837,18.50897081,18.18354816,18.3153088,18.16849584
CCNA_00548,17.70610475,17.30785895,17.45787781,17.44532206,17.70482226,17.56242132
CCNA_02538,16.66996461,16.45299727,16.82276997,16.49433998,16.64441963,16.17326722
CCNA_03169,22.02988706,21.91717829,21.87762564,22.10392807,21.63169752,21.96803674
CCNA_02899,16.47337281,16.24857619,16.74596313,16.58522664,16.79144273,16.66650142
CCNA_02636,17.93318348,17.8523954,18.66896114,18.08576289,18.38013127,18.22684491
CCNA_02600,18.48227227,18.25497323,18.60718581,18.3927199,18.52366915,18.30474346
flmE,15.64959301,15.55281917,16.24080996,16.12017712,16.24136874,16.43053422
CCNA_02720,15.8853389,15.44940661,15.31036426,15.99039208,16.20502956,16.01450001
CCNA_03436,15.77805145,15.4861751,14.40647077,15.21886591,15.3379006,14.93272226
CCNA_02848,19.9424916,19.55496725,19.63291357,19.01745547,19.15551003,18.43884057
CCNA_02273,20.8567325,20.6901276,21.60607442,21.05616139,21.18616261,20.83082155
CCNA_02927,15.50692738,15.1310531,15.40716816,15.35882287,15.58258305,15.3985099
CCNA_02972,19.86806895,19.62127923,20.111207,19.68030458,19.9075802,19.42472399
CCNA_02982,17.34663492,17.19902047,17.37449615,16.98715296,17.11309098,17.03391764
CCNA_03279,17.42283677,17.0996971,16.01122726,17.55209868,17.80379058,17.66982624
zapE,15.6850225,15.09683867,14.91068957,15.27288489,15.46735081,15.0657527
CCNA_03674,21.52195501,21.28093385,21.23280501,21.16680546,21.47531189,21.57205068
CCNA_03398,17.45907936,17.26012933,17.73885754,17.67196946,18.68671253,18.0248042
CCNA_03056,18.63268287,18.48164179,19.45735683,19.06415857,19.35893874,19.60239078
CCNA_02488,18.36653567,18.28251836,18.85199908,18.27471484,18.66118659,18.53984794
CCNA_03066,15.30933424,14.98495243,14.95110255,15.05099646,15.28341396,14.97024073
CCNA_03493,16.04812496,15.8376772,16.59569456,16.20302293,16.42147316,16.49764916
stpA,15.71995026,15.42492078,14.7688563,15.56376232,15.73240595,15.70822173
CCNA_03218,16.69940978,16.29727454,16.10803433,16.16582952,16.2336384,15.82485932
CCNA_03811,16.1812105,15.55650605,15.25089054,15.88543423,16.16586877,15.79517722
CCNA_03861,17.39565128,17.17484768,17.99556843,17.59163922,17.68448839,17.81497042
CCNA_02736,19.81953048,19.4993671,20.18857919,20.21549034,20.36474169,20.13031415
tolA,16.6298404,16.4653432,16.25251761,15.71494308,15.69177078,15.86703737
queG,14.99439764,14.66021879,15.33643682,14.75598288,14.9201202,14.87036472
CCNA_03494,16.60004356,15.89353855,16.62699232,16.1945645,16.30883672,15.80342483
CCNA_03796,19.98787463,19.61914889,19.64974385,19.28168105,19.43754078,18.75345834
CCNA_02979,15.34273446,15.43638622,15.85182223,15.47389597,15.71325225,15.60380018
CCNA_03653,21.72563087,21.54250481,22.46543089,21.75156367,22.01556478,21.96162208
CCNA_03022,17.88291764,17.55052135,17.22232323,17.08576289,17.2649007,17.21086156
