Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
ntrY,17.94105907,17.5731146,16.92125984,16.98047432,17.18330584,16.65424443
bcerS,21.24823567,21.02641267,20.917069,20.73073879,20.80388516,20.65114631
ppx1,20.50309977,20.27013561,20.09776982,20.11958962,20.22588053,20.04259988
CCNA_01335,19.76703996,19.62713485,19.2325474,19.37398663,19.51061352,19.23165714
CCNA_02458,20.82942854,20.71406101,21.04433541,20.66977435,20.89259914,20.78668122
CCNA_01609,18.08571104,17.89302891,18.28138674,17.67776093,17.77680569,17.81534577
CCNA_01699,18.11624242,17.86060205,18.00129823,17.89427305,18.14907229,17.86749594
murE,20.79629949,20.65088346,20.9979678,20.56774074,20.7562957,20.75539944
CCNA_03028,20.59932448,20.44323901,21.18888098,20.72492347,20.95311936,20.82088635
CCNA_03163,21.24933571,21.08660534,20.83306302,20.66336005,20.73363768,20.51296803
CCNA_03009,20.19844504,20.09854104,20.18942403,19.95702267,20.1011088,19.78862594
CCNA_02756,21.53198106,21.2556879,22.06358599,21.9507723,22.16419863,21.95546261
CCNA_02900,22.77651657,22.55810116,22.8172015,22.62247728,22.85262399,22.70788315
CCNA_03239,21.73276862,21.41622232,21.52406149,21.61117252,21.74587288,21.39811739
CCNA_03300,20.41482973,19.83057401,19.69530307,19.83201229,19.83201229,19.42797979
xylR,20.82749157,20.58086212,20.50008717,20.49677577,20.61782256,20.45412656
hisC,20.16962167,20.10955013,20.40634205,21.67133028,21.8201852,21.75743559
CCNA_03726,21.49355449,21.45623408,22.00648497,21.83518534,21.98645177,21.8517094
CCNA_02747,21.95009593,21.82217091,21.78320769,21.48561708,21.66214332,21.40093362
CCNA_03640,20.39655043,20.27161804,20.91122812,20.69421504,20.99610657,20.79153812
dnaE1,17.45555198,17.16506401,16.16473019,16.65731845,17.08233619,16.4134296
proS,22.54096896,22.62880862,22.65547657,22.37081935,22.59489042,22.78196797
rpsD,23.95180406,23.84028542,23.05477123,23.35258984,23.41815424,23.06682433
murG,21.03704551,20.74377925,20.59968769,20.67512662,20.83414387,20.68534423
murD,20.62453132,20.30507758,20.48522397,20.77273661,20.9756129,20.80711275
rplA,24.66052304,24.47667205,23.79857543,24.01512236,24.09474524,23.79946503
accA,22.05761632,21.87762564,21.33123187,21.39597545,21.49101144,21.32273137
hutI,18.21982081,18.11675007,18.70103566,19.44511995,19.5760894,19.46644694
CCNA_00088,18.8857202,18.47520302,17.79480928,18.63972931,18.93930946,18.5239371
CCNA_00103,19.58064134,18.99407716,19.98593086,19.07775455,19.39158764,18.77844294
gshB,21.82302664,21.72924566,21.93711228,22.05506923,22.25335239,21.99855324
leuB,22.05612831,21.98648649,22.75466572,21.37941221,21.74176486,21.61513029
CCNA_00215,23.6655736,23.55508431,23.91533746,23.41170441,23.55004217,23.37398132
dapD,22.6921089,22.44321371,23.14827175,22.65597874,22.8319234,22.2397838
CCNA_00307,18.85613977,18.75587208,18.3084368,18.48195706,18.49451187,18.41695418
astB,22.7877376,22.74476487,23.3871917,22.00401742,22.42608659,22.29927511
rsaD,21.36105063,21.07952645,19.63606875,21.14743351,21.24004595,20.77756034
divJ,18.31194339,17.79550702,15.84818279,17.77680569,17.94620952,17.37983523
CCNA_01121,20.03724665,19.67245297,18.70661068,19.34693785,19.50348803,19.19450679
CCNA_00656,18.62563751,18.45088905,17.26682313,17.88476675,18.01954729,17.8591465
sapA,17.06655173,16.82314329,17.12827632,16.9454667,17.1396113,16.97454903
CCNA_01654,20.67202127,20.49677577,20.92332168,20.49882194,20.77627559,20.52046906
astD,21.0454024,20.93077487,21.62028606,21.4878263,21.71305419,21.71242456
CCNA_01777,17.75583949,17.57997879,16.88106615,17.32395194,17.36589522,17.1296855
CCNA_00657,19.42609683,19.24632309,18.70144184,18.74576622,18.85370551,18.55198607
CCNA_01843,17.6350237,17.45096957,18.2150874,18.30901442,18.49895825,18.53674048
CCNA_01522,20.13646049,19.64765516,18.99482299,19.54211746,19.86067782,19.49607356
mreB,21.54462868,21.16551797,19.99920729,20.69132096,20.75319716,20.5550609
CCNA_01508,22.04440212,21.84796878,21.96080941,21.80644421,21.94831447,21.75486956
CCNA_02213,21.4444528,21.32124551,22.17429301,21.61504046,21.83205866,21.99178893
sufC,21.18954469,20.97456303,20.98662536,21.16705056,21.39722965,21.40280806
CCNA_01644,19.15506526,18.86257077,18.79870594,18.63686531,18.77104449,18.57211546
CCNA_01724,23.23847238,23.01644922,22.96333427,22.45497998,22.53174316,22.33992718
CCNA_02333,19.28335518,18.98720849,18.97731906,18.97757062,19.13302679,19.15664603
CCNA_02130,21.11642012,20.92643789,21.25609118,19.9560301,20.1926781,19.94306421
CCNA_02150,20.84544411,20.73289281,21.42490848,21.04886465,21.37050011,21.20137972
CCNA_02179,22.26922258,22.02671659,22.30994147,20.93998374,21.1577688,21.13608494
CCNA_02185,20.30262554,20.19772543,19.71039952,18.17650433,18.3042087,18.23790081
CCNA_02696,19.99631349,19.8524716,20.61162282,20.22493905,20.51123147,20.50746173
CCNA_02402,20.62818563,20.24097762,19.94877786,20.30763664,20.44384603,20.50329391
CCNA_02472,20.02783042,19.78636217,19.59961506,19.63376509,19.8414415,19.58176329
CCNA_02526,20.39613229,20.2015592,19.86415893,19.64554586,19.72394086,19.47066285
ilvE,22.1149598,22.02499353,22.78698028,22.33027464,22.57144899,22.58070113
CCNA_02164,23.05080853,23.09759303,23.92533349,23.5138837,23.70630293,23.65523634
CCNA_02304,20.13018844,19.76258642,18.9107891,19.29963286,19.40567749,18.88285795
CCNA_02364,19.21710099,19.01162584,18.68418016,18.78666527,18.95208144,18.63417292
CCNA_02447,22.44884426,22.22302479,21.97424792,21.93876407,22.06193938,21.64908598
CCNA_03115,20.98544451,20.63271836,20.21299977,20.48000519,20.6264042,20.52898056
CCNA_03092,18.65686474,18.74665209,19.52697675,19.11270929,19.70242298,19.35276763
CCNA_03126,18.08700695,18.00217772,18.20175063,18.04404186,18.31610472,18.22797311
CCNA_03774,20.02350531,19.90496678,20.5913105,20.31362708,20.62131501,20.57570173
gltD,20.14780612,20.08667013,19.76579436,19.75427425,19.74221732,19.73893998
CCNA_03732,20.13946142,20.09352073,20.81589297,20.44970081,20.7766772,20.83321748
CCNA_03743,17.92503281,17.75603502,18.11882957,17.78257596,18.1006726,17.9294318
CCNA_03500,18.48742398,18.29495274,18.30233547,18.57289263,18.80829178,18.75668662
hfsK,18.52213706,18.0314966,18.07978684,18.4139832,18.66473198,18.4621188
ftsY,20.57357693,20.3129627,20.98015353,20.7890719,21.03523405,21.06177462
CCNA_03909,21.81295911,21.43938858,21.74890531,21.43867816,21.67180537,21.39335903
mdh,25.09976932,24.96644455,24.82546465,24.62622593,24.74098301,24.5915502
hemE,21.57510156,21.19135325,21.49057084,21.346083,21.48993418,21.32058463
thiG,21.3297,21.36506221,21.81162713,21.41534566,21.65713524,21.65026994
leuC,22.25101309,22.13263779,22.74910997,21.24997219,21.52988613,21.51950956
argB,22.18993673,22.0890004,21.87938432,21.58247096,21.6896585,21.54863191
glmU,21.59226905,21.33019257,20.41276416,20.77160875,20.85064164,20.36922245
rplY,24.49044842,24.32896084,23.90490432,23.77374289,23.94064696,23.65086155
prs,21.84222449,21.57699356,21.6086934,21.42654732,21.59413869,21.51653107
hutH,21.24324605,21.15492933,20.93948165,21.63869575,21.7269615,21.42961515
rpoH,20.34201822,19.86322137,19.46553053,19.70005358,19.87615719,19.83530102
rpsC,23.12330491,23.22382025,21.95716441,23.04818285,23.10133326,22.76137755
gcvPA,23.16611587,23.02221879,22.73593195,22.51460619,22.63045378,22.34299482
accD,21.61432163,21.44808807,20.99203106,20.94570958,21.03200805,20.88039365
aroA,20.81448546,20.61495063,20.78962916,20.41977506,20.58086212,20.69659404
sucD,24.33319904,24.31250576,24.01835234,24.08042135,24.30263948,24.13821179
CCNA_00366,19.50315801,19.43573129,18.94877786,18.78800456,19.0245878,18.82792568
CCNA_00579,17.59645185,17.42824566,17.8077574,18.00503237,18.30108531,17.99053612
CCNA_00732,19.97000475,19.75048456,19.63881062,19.56044479,19.76044383,19.75561133
CCNA_00405,19.57859751,19.45801804,19.96056198,19.83300124,20.02566949,19.96916164
CCNA_00764,23.61974893,23.41905492,23.83248367,23.7986743,24.15560884,24.11624559
CCNA_01050,18.62520941,18.31716527,17.36674908,17.53442448,17.62142233,17.19315956
CCNA_00211,21.18761304,21.03187348,21.95404292,21.33429075,21.53928947,21.44440225
CCNA_00749,20.53364532,20.15881675,18.68342644,19.7455857,19.75166173,19.49564426
CCNA_01105,20.51219648,20.40571903,20.4816812,20.22787913,20.46483288,20.47694393
CCNA_00397,20.52697675,20.39089526,20.97168949,20.70893568,20.95006032,20.71665872
miaB,19.02580464,18.82550541,19.00960449,18.4773393,18.69292193,18.70265971
ispG,20.90756553,20.80230809,21.20770787,21.00470327,21.24423374,21.18162059
CCNA_00700,16.72906306,16.56663383,16.54912284,15.89360964,16.25668784,15.97732465
CCNA_00217,20.67288454,20.48217377,19.99631349,20.10392807,20.19014779,19.92079479
fliF,19.30863678,19.22992189,19.05184087,18.57739932,18.70869998,18.91365496
mnmA,18.56829758,18.45414665,18.31796016,18.46881493,18.64181186,18.68578907
CCNA_00957,19.71951917,19.64784836,19.76041134,19.46557039,19.67360928,19.5020315
CCNA_01199,20.81088225,20.78604304,21.15492933,20.89074521,21.17815907,21.22523333
CCNA_01210,20.71540235,20.52640372,21.42413963,20.8105685,21.05662449,20.79986024
CCNA_01246,20.55224881,20.42593297,20.70472097,20.11756194,20.44384603,20.2721878
CCNA_00763,24.00436039,23.89790674,24.33285771,23.96269906,24.26913695,24.23848696
sufD,20.72533963,20.58728675,20.73115327,20.53174316,20.62077826,20.46543089
CCNA_01414,20.82609534,20.70074788,21.50639669,21.09860529,21.37268017,21.30340619
idhA,21.25384287,21.13614754,21.61925638,21.1383368,21.23613802,21.18234828
CCNA_01803,19.80467304,19.97826916,19.5853807,20.76538971,20.90543695,20.59249719
CCNA_01638,18.50502066,18.34533594,18.57085631,17.8450612,17.95338939,17.95696597
bamD,20.38353134,19.95390087,19.5414937,20.08225821,20.3723082,20.21454206
iolA,21.41183369,21.30022519,21.15530001,20.84352853,20.92099827,20.78284788
CCNA_02254,23.01459467,22.99268806,22.75184967,22.65822543,22.83057014,22.64218217
CCNA_02563,20.72000372,20.55889525,20.32058463,20.9252067,21.16821425,20.88069258
CCNA_02098,20.96077406,20.67727919,20.10789134,20.38648142,20.60023235,20.38289839
ilvD,18.14105937,18.0651847,17.83442167,17.39715652,17.5332841,17.30411955
murF,19.81420379,19.74563494,20.48689393,19.93689669,20.1200961,20.30674705
CCNA_02161,20.20275517,19.62841706,19.3810824,20.36067565,20.53563989,20.23151652
CCNA_01653,20.98474943,20.93926641,21.31118953,20.9703559,20.82407617,20.99686514
CCNA_02307,19.78542054,19.73386934,20.15511469,19.56417182,19.81418814,19.88694089
rnd,21.97407283,21.54604285,20.78196797,21.5310292,21.6604904,21.47541086
CCNA_02446,19.60985686,19.40357796,19.24590546,19.33597037,19.49148126,19.21406768
